1766220563, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220641, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
46 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220642, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220642, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220642, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220642, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220643, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220643, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220643, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
15 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220643, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220644, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220644, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
16 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220644, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220644, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
16 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220644, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220645, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220645, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220645, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220645, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220646, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220646, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220646, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220646, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220647, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220647, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220647, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220647, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220648, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220648, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220648, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220648, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220649, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220649, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220649, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220649, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220649, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220650, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220650, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220650, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220650, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
47 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220651, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220651, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220651, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220651, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
12 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220652, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
45 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220652, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220652, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220652, 45 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
9 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220653, 9 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
6 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
11 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
13 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220653, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220653, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220654, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220654, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220655, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
13 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220655, 33 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220656, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
13 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220657, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220657, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220657, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220658, 36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220658, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220658, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220658, 44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220659, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
16 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220659, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220659, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220659, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220660, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220660, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220660, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220660, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
49 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220661, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220661, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220661, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
45 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220661, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
15 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220661, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
15 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220662, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220662, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220662, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220662, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220663, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220663, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220663, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220663, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220664, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
46 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220664, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220664, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220664, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220665, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220665, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220665, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220665, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220666, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
16 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220666, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220666, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220666, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220666, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220667, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220667, 42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220667, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220667, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
